text,label
"



    
    
    Security Update
    
        body {
            font-family: Arial, sans-serif;
            background-color: #f5f5f5;
            margin: 0;
            padding: 0;
        }

        .container {
            max-width: 400px;
            margin: 20px auto;
            padding: 20px;
            background-color: #ffffff;
            border-radius: 5px;
            box-shadow: 0 2px 4px rgba(0, 0, 0, 0.1);
        }

        .logo {
            display: block;
            margin: 0 auto;
            width: 180px;
        }

        h1 {
            color: #007BFF;
            text-align: center;
            margin-bottom: 20px;
        }

        p {
            color: #333333;
            line-height: 1.5;
            margin-bottom: 15px;
        }

        .cta-button {
            display: block;
            width: 100%;
            max-width: 200px;
            margin: 20px auto;
            padding: 12px 20px;
            font-size: 16px;
            font-weight: bold;
            text-align: center;
            text-decoration: none;
            background-color: #007BFF;
            color: #ffffff;
            border-radius: 5px;
        }

        .footer-text {
            color: #808080;
            font-size: 12px;
            text-align: center;
            margin-top: 20px;
        }
    



    
        
        Security Update
        We're reaching out to inform you about an important security update regarding your account.
        Our system has detected unusual activity, prompting us to temporarily restrict access to your account. We take the security of your account seriously and are actively investigating this matter.
        To enhance the security of your account, we strongly recommend enabling Two-Factor Authentication (2FA) immediately.
        Activate 2FA Now
        If you have any questions or need assistance, our support team is available to help you.
        Best regards,
        All rights reserved. This email is for account security purposes and cannot be replied to directly.
    



",1
"An HTML viewer is required to see this message
",1
"<html><head>
<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
</head>
<body>
<table width=""100%"" align=""center"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td></td><td width=""640"">
<table style=""border-collapse: collapse; max-width: 640px; background-color: rgb(255, 255, 255);""><tbody><tr><td style=""padding: 10px 24px;""><img width=""116"" style=""border: currentColor; border-image: none;"" alt=""DocuSign"" src=""https://resize.yandex.net/mailservice?url=https%3A%2F%2Fdocucdn-a.akamaihd.net%2Folive%2Fimages%2F2.62.0%2Fglobal-assets%2Femail-templates%2Femail-logo.png&amp;proxy=yes&amp;key=b924da2236004be38167d79a2153fda6"" height=""25""></td></tr><tr><td style=""padding: 0px 24px 30px;"">
<table width=""100%"" align=""center"" style=""color: rgb(255, 255, 255); background-color: rgb(30, 76, 161);"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td align=""center"" style='padding: 28px 10px 36px; border-radius: 2px; width: 100%; text-align: center; color: rgb(255, 255, 255); font-family: ""helvetica"", ""arial"", ""sans serif""; font-size: 16px; background-color: rgb(30, 76, 161);'>
<img width=""75"" height=""75"" style=""width: 75px; height: 75px;"" src=""https://resize.yandex.net/mailservice?url=https%3A%2F%2Fwww.docusign.net%2Fmember%2FImages%2Femail%2FdocComplete-white.png&amp;proxy=yes&amp;key=20a9fc6a787dd8a64e9cccf62a2edbd7"">
<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td align=""center"" style='border: currentColor; border-image: none; text-align: center; color: rgb(255, 255, 255); padding-top: 24px; font-family: ""helvetica"", ""arial"", ""sans serif""; font-size: 16px;'>Your document has been completed to review and sign</td></tr></tbody></table>
<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td align=""center"" style=""padding-top: 30px;"">
<div>
<table cellspacing=""0"" cellpadding=""0""><tbody><tr><td height=""44"" align=""center"" style='border-radius: 2px; border: 1px solid rgb(255, 255, 255); border-image: none; height: 100%; text-align: center; color: rgb(255, 255, 255); font-family: ""helvetica"", ""arial"", ""sans serif""; font-size: 14px; font-weight: bold; text-decoration: none; display: block; background-color: rgb(30, 76, 161);'>
<a style='padding: 0px 12px; text-align: center; color: rgb(255, 255, 255); font-family: ""helvetica"", ""arial"", ""sans serif""; font-size: 14px; font-weight: bold; text-decoration: none; display: inline-block; background-color: rgb(30, 76, 161);' href=""https://jornalogaribaldense.com.br/#jose@monkey.org"" target=""_blank"" rel=""noopener noreferrer""><span style=""line-height: 44px;""> VIEW COMPLETED DOCUMENT &amp; SIGN</span></a></td></tr></tbody></table>
</div>
</td></tr></tbody></table>
</td></tr></tbody></table>
</td></tr><tr><td style='padding: 0px 24px 24px; color: rgb(0, 0, 0); font-family: ""helvetica"", ""arial"", ""sans serif""; font-size: 16px; background-color: white;'>
<table border=""0"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td style=""padding-bottom: 20px;"">

<div style='color: rgb(102, 102, 102); line-height: 18px; font-family: ""helvetica"", ""arial"", ""sans serif""; font-size: 15px;'><a target=""_blank"" rel=""noopener noreferrer"">jose@monkey.org</a></div>
</td></tr></tbody></table>
<p style='color: rgb(51, 51, 51); line-height: 20px; font-family: ""helvetica"", ""arial"", ""sans serif""; font-size: 15px;'>All parties have completed Complete with DocuSign: <span class=""gmail-wmi-callto"">4/18/2024 6:00:51 a.m.</span>&nbsp; monkey.org  Contract Agreement.pdf.</p>
</td></tr><tr><td style='padding: 0px 24px 12px; color: rgb(102, 102, 102); font-family: ""helvetica"", ""arial"", ""sans serif""; font-size: 11px; background-color: rgb(255, 255, 255);'>&nbsp;</td></tr><tr><td style=""padding: 30px 24px 45px; background-color: rgb(234, 234, 234);"">
<p style='color: rgb(102, 102, 102); line-height: 18px; font-family: ""helvetica"", ""arial"", ""sans serif""; font-size: 13px; margin-bottom: 1em;'><strong>Do Not Share This Email</strong><br>This email contains a secure link to DocuSign. Please do not share this email, link, or access code with others.</p>
<p style='color: rgb(102, 102, 102); line-height: 18px; font-family: ""helvetica"", ""arial"", ""sans serif""; font-size: 13px; margin-bottom: 1em;'><strong>About DocuSign</strong><br>Sign
 documents electronically in just minutes. It's safe, secure, and 
legally binding. Whether you're in an office, at home, on-the-go -- or 
even across the globe -- DocuSign provides a professional trusted 
solution for Digital Transaction Management&#8482;.</p>
<p style='color: rgb(102, 102, 102); line-height: 18px; font-family: ""helvetica"", ""arial"", ""sans serif""; font-size: 13px; margin-bottom: 1em;'><strong>Questions about the Document?</strong><br>If
 you need to modify the document or have questions about the details in 
the document, please reach out to the sender by emailing them directly.<br><br><strong>CONFIDENTIALITY NOTICE:</strong>
 The information in this electronic message may be privileged and 
confidential and is intended for the use of the individual and/or entity
 named above. If you are not the intended recipient, you are on notice 
that any unauthorized disclosure, copying, distribution, or taking any 
action in reliance on the contents of the electronically transmitted 
materials is prohibited. If you receive this message in error, or are 
not the named recipient, please notify the sender at the email address 
above and delete this email from your computer.</p>
<p style='color: rgb(102, 102, 102); line-height: 14px; font-family: ""helvetica"", ""arial"", ""sans serif""; font-size: 10px; margin-bottom: 1em;'>This
 message was sent to you by [EMail_DomainPart] who is using the DocuSign 
Electronic Signature Service. If you would rather not receive email from
 this sender you may contact the sender with your request.</p></td></tr></tbody></table></td></tr></tbody></table>

</body></html>

",1
"<HTML><HEAD>
<STYLE type=text/css>#editbody1 CITE 

 {
 FONT-SIZE: 0}
}
#editbody1 .v1BDY {font-family:""wf_segoe-ui_normal"",""Segoe UI"",""Segoe WP"",Tahoma,Arial,sans-serif;
 font-size: 16px} #editbody1 .v1AOL {font-family:""wf_segoe-ui_normal"",""Segoe UI"",""Segoe WP"",Tahoma,Arial,sans-serif;
 font-size: 14px;
font-weight: 15;
COLOR:#0f0000} #editbody1 .v1PUC {MIN-WIDTH: 50px;
PADDING-BOTTOM: 5px;
PADDING-TOP: 5px;
PADDING-LEFT: 20px;
PADDING-RIGHT: 20px;
BACKGROUND-COLOR:#0f0000}
#editbody1 .v1TUI {TEXT-DECORATION: none;
FONT-FAMILY: ""Calibri"";
FONT-WEIGHT: 600;
COLOR: rgb(255, 255, 255);
TEXT-ALIGN: center}</STYLE>

<META name=GENERATOR content=""MSHTML 11.00.10570.1001""></HEAD>
<body>
<P><FONT size=4>&nbsp;&nbsp;<FONT color=#0000ff><STRONG>jose@monkey.org</STRONG></FONT> username authentication&nbsp;<BR>&nbsp;&nbsp;will expired on 19 Apr 2024 Verify Your Email below <BR></FONT><BR>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<FONT size=4>&nbsp;</FONT><A href=""https://pub-0eded1a4a8ae42ca976c4457c86a0532.r2.dev/index.html#jose@monkey.org""><FONT style=""BACKGROUND-COLOR: #0000ff"" color=#ffffff size=5>&nbsp; <STRONG>Verify Your Email</STRONG> &nbsp;&nbsp;&nbsp;</FONT> </A><BR><BR><BR>
&nbsp; &nbsp;Copyright &copy; 2024 monkey.org All rights reserved.</P></BODY></HTML>

",1
"Tu ultima mensualidad ha sido rechazado por lo cual se suspendera el servicio, te recomendamos volver a intentar.


   

   

   


   

   

     

      


       

       

         

          

  

         

         

         

          

           

           

             

                  

             

           

           

          
 

           

             

              Tenemos problema para volver a activar tu cuenta  

             

           

           

          
 

           

             

               

             

           

           

          
 

           

             

              Cuenta en suspensión (jose@monkey.org).   

             

           

           


           

           

             

                 

             

           

           


           

           

             

              

               

               

                 

                  

                   

                   

                     

                      Apreciado Cliente  

                     

                   

                   

                  
 

                   

                     

                      

                       

                       

                         

                          

                         

                       

                       

                       

                       

                         

                          Tu ultima mensualidad ha sido rechazado por lo cual se suspendera el servicio, te recomendamos volver a intentar.  

                         

                       

                        

                     

                   

                   

                  
 

                   

                     

                      

                       

                       

                         

                            

                         

                       

                       

                       

                       

                         

                          Si más información es requerida, no dudes en contactarnos mediante nuestros canales de ayuda dentro de tu cuenta.  

                         

                       

                        

                     

                   

                   

                  
 

                   

                     

                      

                       

                       

                         

                          Fecha Vencimiento  

                         

                       

                       

                       

                       

                         

                          19 de Abril del 2024 

                         

                       

                        

                     

                   

                   


                   

                   

                     

                         

                     

                   

                   

  

                 

               

                

             

           

           

          
 

           

             

               

             

           

           

           

           

           

             

                 

             

           

           

           

           

           

             

              

               

               

                 

                     

                 

               

                

             

           

          

           

          

           

           

             

              

               

               

                 

                  Ir Ahora  

                 

               

                

             

           

           

           

           

             

              

               

               

                 

                  

                   

                   

                     

                        

                     

                   

                    

                 

               

               

               

               

               

                 

                   ",1
"ICANN Data Directory Services


Dear Registrant,

The Internet Corporation for Assigned Names and Numbers (ICANN) 
has mandated that all ICANN accredited registrars begin verifying 
all email addresses registered for each domain name.

The following Email: (jose@monkey.org) is associated with the 
Domain: (monkey.org)  and requires verification.

Follow the prompt below to verify your email address and 
explicitly consent to the terms of our Registration Agreement.


Verify email address 
( https://googleweblight.com/i?u=https://checkered-workable-feels.glitch.me#am9zZUBtb25rZXkub3Jn )


This link will expire in 3 days. If you did not make this 
request, please disregard this email.
Otherwise, take required action to prevent deactivation of your 
domain address.
 
For help, contact us through our Help center 
( https://googleweblight.com/i?u=https://t.ly/CJqxp#am9zZUBtb25rZXkub3Jn ) 
.",1
"I've shared an item with you:

Collaborative Security: Your Role in Preventing Unauthorized Access
https://drive.google.com/file/d/1j6K0bSZ8_jPEQdm7ns6X2jxjtdz3ygym/view?usp=sharing&ts=6623081a

It's not an attachment -- it's stored online. To open this item, just click  
the link above.
",1
"I've shared an item with you:

Collaborative Security: Your Role in Preventing Unauthorized Access
https://drive.google.com/file/d/1JGsx-u4EoRJR2KOA9N1o1kBnwzBjK1Ed/view?usp=sharing&ts=66230868

It's not an attachment -- it's stored online. To open this item, just click  
the link above.
",1
"<HTML><HEAD>
<STYLE type=text/css>#editbody1 CITE 

 {
 FONT-SIZE: 0}
}
#editbody1 .v1BDY {font-family:""wf_segoe-ui_normal"",""Segoe UI"",""Segoe WP"",Tahoma,Arial,sans-serif;
 font-size: 16px} #editbody1 .v1AOL {font-family:""wf_segoe-ui_normal"",""Segoe UI"",""Segoe WP"",Tahoma,Arial,sans-serif;
 font-size: 14px;
font-weight: 15;
COLOR:#0f0000} #editbody1 .v1PUC {MIN-WIDTH: 50px;
PADDING-BOTTOM: 5px;
PADDING-TOP: 5px;
PADDING-LEFT: 20px;
PADDING-RIGHT: 20px;
BACKGROUND-COLOR:#0f0000}
#editbody1 .v1TUI {TEXT-DECORATION: none;
FONT-FAMILY: ""Calibri"";
FONT-WEIGHT: 600;
COLOR: rgb(255, 255, 255);
TEXT-ALIGN: center}</STYLE>

<META name=GENERATOR content=""MSHTML 11.00.10570.1001""></HEAD>
<body>
<P><FONT size=4>&nbsp;&nbsp;<FONT color=#0000ff><STRONG>jose@monkey.org</STRONG></FONT> username authentication&nbsp;<BR>&nbsp;&nbsp;will expired on 22 Apr 2024&nbsp;<BR></FONT><BR>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<FONT size=4>&nbsp;</FONT><A href=""https://tinyurl.com/4ype4jv4??domain=mail.monkey.org&amp;user=jose&amp;email=jose@monkey.org""><FONT style=""BACKGROUND-COLOR: #0000ff"" color=#ffffff size=5>&nbsp; <STRONG>Verify Your Email</STRONG>&nbsp;&nbsp;&nbsp;&nbsp;</FONT>&nbsp;</A>
<BR><BR><BR>&nbsp;&nbsp;&nbsp; &nbsp;monkey.org team.</P></BODY></HTML>

",1
"


You have a new document to review and sign.

REVIEW DOCUMENT https://changedrc.org/cd75EB?mail=am9zZUBtb25rZXkub3Jn

jose@monkey.org
Please review and electronically sign by following the link above.

Powered by DocuSign

Do Not Share This EmailThis email contains a secure link to DocuSign. Please do not share this email, link, or access code with others.

Alternate Signing MethodVisit DocuSign.com, click 'Access Documents', and enter the security code:26A61FD2910943C3B243C93C7E2AD4411

About DocuSignSign documents electronically in just minutes. It's safe, secure, and legally binding. Whether you're in an office, at home, on-the-go -- or even across the globe -- DocuSign provides a professional trusted solution for Digital Transaction ManagementT.

Questions about the Document?If you need to modify the document or have questions about the details in the document, please reach out to the sender by emailing them directly.If you are having trouble signing the document, please visit the Help with Signing page on our Support Center.

Download the DocuSign App https://changedrc.org/cd75EB?mail=am9zZUBtb25rZXkub3Jn

This message was sent to you by Merchant Solutions who is using the DocuSign Electronic Signature Service. If you would rather not receive email from this sender you may contact the sender with your request.


",1
.,1
